航班号,出港城市,到港城市,出发时刻,班期,产品,航空公司,起飞城市所属省/市,降落城市所属省/市,起飞城市机场名称,降落城市机场名称,起飞机场IATA代码,降落机场IATA代码,降落时刻
JD5540,十堰,沈阳,21:05,1357,666/2666,首都航空,湖北省,辽宁,十堰武当山机场,沈阳桃仙国际机场,WDS,SHE,0:15
UQ2546,汉中,乌鲁木齐,21:05,246,666/2666,乌鲁木齐航空,陕西省,新疆,汉中城固机场,乌鲁木齐天山国际机场,HZG,URC,0:25
Y87532,杭州,深圳,21:05,246,666/2666,金鹏航空,浙江省,广东省,杭州萧山国际机场,深圳宝安国际机场,HGH,SZX,23:15
8L9580,乌鲁木齐,郑州,21:10,246,666/2666,祥鹏航空,新疆,河南省,乌鲁木齐天山国际机场,郑州新郑国际机场,URC,CGO,1:05
GS6594,济南,重庆市,21:10,1357,666/2666,天津航空,山东省,重庆,济南遥墙国际机场,重庆江北国际机场,TNA,CKG,23:35
GS7578,天津,乌鲁木齐,21:10,13457,666/2666,天津航空,天津,新疆,天津滨海国际机场,乌鲁木齐天山国际机场,TSN,URC,1:20
PN6286,呼伦贝尔,合肥,21:10,1234567,666/2666,西部航空,内蒙古,安徽省,呼伦贝尔海拉尔东山国际机场,合肥新桥国际机场,HLD,HFE,0:40
PN6460,南京,泉州,21:10,1234567,666/2666,西部航空,江苏省,福建省,南京禄口国际机场,泉州晋江国际机场,NKG,JJN,22:45
GS6506,武汉,榆林,21:10,246,666/2666,天津航空,湖北省,陕西省,武汉天河国际机场,榆林榆阳机场,WUH,UYN,23:10
GS7828,衡阳,天津,21:10,13,666/2666,天津航空,湖南省,天津,衡阳南岳机场,天津滨海国际机场,HNY,TSN,23:50
HU7046,珠海,海口,21:10,1357,666/2666,海南航空,广东省,海南省,珠海金湾机场,海口美兰国际机场,ZUH,HAK,22:25
HU7046,珠海,海口,21:10,246,666/2666,海南航空,广东省,海南省,珠海金湾机场,海口美兰国际机场,ZUH,HAK,22:25
JD5388,南宁,丽江,21:10,1357,666/2666,首都航空,广西,云南省,南宁吴圩国际机场,丽江三义国际机场,NNG,LJG,22:55
GS6525,海口,湛江,21:15,1357,666/2666,天津航空,海南省,广东省,海口美兰国际机场,湛江吴川机场,HAK,ZHA,22:00
HU7133,北京,榆林,21:15,46,666/2666,海南航空,北京,陕西省,北京首都国际机场,榆林榆阳机场,PEK,UYN,22:50
HU7214,南京,广州,21:15,2346,666/2666,海南航空,江苏省,广东省,南京禄口国际机场,广州白云国际机场,NKG,CAN,23:35
HU7367,北京,重庆市,21:15,1234567,666/2666,海南航空,北京,重庆,北京首都国际机场,重庆江北国际机场,PEK,CKG,0:15
HU7657,北京,岳阳,21:15,7,666/2666,海南航空,北京,湖南省,北京首都国际机场,岳阳三荷机场,PEK,YYA,23:55
HU7816,广州,北京,21:15,1234567,666/2666,海南航空,广东省,北京,广州白云国际机场,北京首都国际机场,CAN,PEK,0:25
PN6292,厦门,郴州,21:15,1357,666/2666,西部航空,福建省,湖南省,厦门高崎国际机场,郴州北湖机场,XMN,HCZ,22:45
PN6434,厦门,重庆市,21:15,246,666/2666,西部航空,福建省,重庆,厦门高崎国际机场,重庆江北国际机场,XMN,CKG,23:55
GS7458,天津,榆林,21:15,1357,666/2666,天津航空,天津,陕西省,天津滨海国际机场,榆林榆阳机场,TSN,UYN,22:55
GS7670,石家庄,西安,21:15,1357,666/2666,天津航空,河北,陕西省,石家庄正定国际机场,西安咸阳国际机场,SJW,XIY,22:50
GS7724,宜昌,惠州,21:15,1357,666/2666,天津航空,湖北省,广东省,宜昌三峡机场,惠州平潭机场,YIH,HUZ,23:00
HU7388,武汉,三亚,21:15,1234567,666/2666,海南航空,湖北省,海南省,武汉天河国际机场,三亚凤凰国际机场,WUH,SYX,23:55
HU7868,西安,乌鲁木齐,21:15,1234567,666/2666,海南航空,陕西省,新疆,西安咸阳国际机场,乌鲁木齐天山国际机场,XIY,URC,0:55
JD5194,石家庄,沈阳,21:15,46,666/2666,首都航空,河北,辽宁,石家庄正定国际机场,沈阳桃仙国际机场,SJW,SHE,23:05
Y87528,呼和浩特,深圳,21:15,1,666/2666,金鹏航空,内蒙古,广东省,呼和浩特白塔国际机场,深圳宝安国际机场,HET,SZX,0:40
PN6292,厦门,重庆市,21:15,1357,666/2666,西部航空,福建省,重庆,厦门高崎国际机场,重庆江北国际机场,XMN,CKG,1:30
8L9812,南京,丽江,21:20,246,666/2666,祥鹏航空,江苏省,云南省,南京禄口国际机场,丽江三义国际机场,NKG,LJG,0:15
GS7798,锡林浩特,天津,21:20,1234567,666/2666,天津航空,内蒙古,天津,锡林浩特机场,天津滨海国际机场,XIL,TSN,22:35
HU7328,南京,三亚,21:20,1234567,666/2666,海南航空,江苏省,海南省,南京禄口国际机场,三亚凤凰国际机场,NKG,SYX,0:20
HU7494,重庆市,上海,21:20,12345,666/2666,海南航空,重庆,上海市,重庆江北国际机场,上海浦东国际机场,CKG,PVG,0:10
HU7494,重庆市,上海,21:20,67,666/2666,海南航空,重庆,上海市,重庆江北国际机场,上海浦东国际机场,CKG,PVG,0:05
HU7622,榆林,北京,21:20,1,666/2666,海南航空,陕西省,北京,榆林榆阳机场,北京首都国际机场,UYN,PEK,23:00
HU7754,徐州,深圳,21:20,2567,666/2666,海南航空,江苏省,广东省,徐州观音国际机场,深圳宝安国际机场,XUZ,SZX,23:45
HU7754,徐州,深圳,21:20,4,666/2666,海南航空,江苏省,广东省,徐州观音国际机场,深圳宝安国际机场,XUZ,SZX,23:50
HU7780,兰州,长沙,21:20,246,666/2666,海南航空,甘肃省,湖南省,兰州中川国际机场,长沙黄花国际机场,LHW,CSX,0:15
GS7502,西宁,乌鲁木齐,21:20,1357,666/2666,天津航空,青海省,新疆,西宁曹家堡国际机场,乌鲁木齐天山国际机场,XNN,URC,23:45
HU7272,重庆市,海口,21:20,1234567,666/2666,海南航空,重庆,海南省,重庆江北国际机场,海口美兰国际机场,CKG,HAK,23:30
JD5618,福州,三亚,21:20,246,666/2666,首都航空,福建省,海南省,福州长乐国际机场,三亚凤凰国际机场,FOC,SYX,23:25
8L9606,重庆市,西双版纳,21:25,1234567,666/2666,祥鹏航空,重庆,云南省,重庆江北国际机场,西双版纳嘎洒国际机场,CKG,JHG,23:25
8L9668,海口,成都,21:25,1357,666/2666,祥鹏航空,海南省,四川省,海口美兰国际机场,成都天府国际机场,HAK,TFU,0:15
9H8338,长沙,西安,21:25,1234567,666/2666,长安航空,湖南省,陕西省,长沙黄花国际机场,西安咸阳国际机场,CSX,XIY,23:20
HU7019,海口,珠海,21:25,1234567,666/2666,海南航空,海南省,广东省,海口美兰国际机场,珠海金湾机场,HAK,ZUH,22:35
HU7026,深圳,海口,21:25,1357,666/2666,海南航空,广东省,海南省,深圳宝安国际机场,海口美兰国际机场,SZX,HAK,22:45
HU7177,北京,杭州,21:25,5,666/2666,海南航空,北京,浙江省,北京首都国际机场,杭州萧山国际机场,PEK,HGH,23:35
HU7590,揭阳,西安,21:25,1234567,666/2666,海南航空,广东省,陕西省,揭阳潮汕国际机场,西安咸阳国际机场,SWA,XIY,0:30
HU7843,西安,上海,21:25,1234567,666/2666,海南航空,陕西省,上海市,西安咸阳国际机场,上海浦东国际机场,XIY,PVG,23:55
JD5116,成都,丽江,21:25,1234567,666/2666,首都航空,四川省,云南省,成都天府国际机场,丽江三义国际机场,TFU,LJG,22:50
PN6268,青岛,重庆市,21:25,16,666/2666,西部航空,山东省,重庆,青岛胶东国际机场,重庆江北国际机场,TAO,CKG,23:55
PN6268,青岛,重庆市,21:25,3457,666/2666,西部航空,山东省,重庆,青岛胶东国际机场,重庆江北国际机场,TAO,CKG,0:15
PN6268,青岛,重庆市,21:25,2,666/2666,西部航空,山东省,重庆,青岛胶东国际机场,重庆江北国际机场,TAO,CKG,0:30
GS7828,衡阳,天津,21:25,57,666/2666,天津航空,湖南省,天津,衡阳南岳机场,天津滨海国际机场,HNY,TSN,23:50
HU7474,石家庄,兰州,21:25,1234567,666/2666,海南航空,河北,甘肃省,石家庄正定国际机场,兰州中川国际机场,SJW,LHW,23:30
GS6534,惠州,海口,21:30,246,666/2666,天津航空,广东省,海南省,惠州平潭机场,海口美兰国际机场,HUZ,HAK,22:55
GS7918,重庆市,天津,21:30,246,666/2666,天津航空,重庆,天津,重庆江北国际机场,天津滨海国际机场,CKG,TSN,23:55
GX8974,榆林,海口,21:30,1357,666/2666,北部湾航空,陕西省,海南省,榆林榆阳机场,海口美兰国际机场,UYN,HAK,0:45
HU7090,丽水市,海口,21:30,1357,666/2666,海南航空,浙江省,海南省,丽水机场,海口美兰国际机场,LIJ,HAK,0:05
HU7154,南宁,北京,21:30,1234567,666/2666,海南航空,广西,北京,南宁吴圩国际机场,北京首都国际机场,NNG,PEK,0:55
HU7177,北京,杭州,21:30,13467,666/2666,海南航空,北京,浙江省,北京首都国际机场,杭州萧山国际机场,PEK,HGH,23:35
HU7177,北京,杭州,21:30,2,666/2666,海南航空,北京,浙江省,北京首都国际机场,杭州萧山国际机场,PEK,HGH,23:50
HU7256,南京,深圳,21:30,246,666/2666,海南航空,江苏省,广东省,南京禄口国际机场,深圳宝安国际机场,NKG,SZX,0:10
HU7268,重庆市,北京,21:30,7,666/2666,海南航空,重庆,北京,重庆江北国际机场,北京首都国际机场,CKG,PEK,0:05
HU7268,重庆市,北京,21:30,123456,666/2666,海南航空,重庆,北京,重庆江北国际机场,北京首都国际机场,CKG,PEK,23:55
HU7536,长沙,北京,21:30,246,666/2666,海南航空,湖南省,北京,长沙黄花国际机场,北京首都国际机场,CSX,PEK,0:05
HU7678,杭州,北京,21:30,1234567,666/2666,海南航空,浙江省,北京,杭州萧山国际机场,北京首都国际机场,HGH,PEK,23:40
HU7715,北京,深圳,21:30,6,666/2666,海南航空,北京,广东省,北京首都国际机场,深圳宝安国际机场,PEK,SZX,1:00
HU7715,北京,深圳,21:30,123457,666/2666,海南航空,北京,广东省,北京首都国际机场,深圳宝安国际机场,PEK,SZX,1:10
JD5186,天津,广州,21:30,1234567,666/2666,首都航空,天津,广东省,天津滨海国际机场,广州白云国际机场,TSN,CAN,0:35
PN6252,合肥,重庆市,21:30,13,666/2666,西部航空,安徽省,重庆,合肥新桥国际机场,重庆江北国际机场,HFE,CKG,23:35
PN6252,合肥,重庆市,21:30,57,666/2666,西部航空,安徽省,重庆,合肥新桥国际机场,重庆江北国际机场,HFE,CKG,23:40
GS6556,衡阳,海口,21:30,246,666/2666,天津航空,湖南省,海南省,衡阳南岳机场,海口美兰国际机场,HNY,HAK,23:20
GS6575,怀化,西安,21:30,246,666/2666,天津航空,湖南省,陕西省,怀化芷江机场,西安咸阳国际机场,HJJ,XIY,22:50
GS6588,敦煌,重庆市,21:30,1357,666/2666,天津航空,甘肃省,重庆,敦煌莫高国际机场,重庆江北国际机场,DNH,CKG,0:15
GX8890,庆阳,海口,21:30,1357,666/2666,北部湾航空,甘肃省,海南省,庆阳西峰机场,海口美兰国际机场,IQN,HAK,0:40
HU7506,郑州,哈尔滨,21:30,246,666/2666,海南航空,河南省,黑龙江省,郑州新郑国际机场,哈尔滨太平国际机场,CGO,HRB,0:05
JD5249,亳州市,海口,21:30,1357,666/2666,首都航空,安徽省,海南省,亳州机场,海口美兰国际机场,BZJ,HAK,0:15
JD5766,长沙,三亚,21:30,1234567,666/2666,首都航空,湖南省,海南省,长沙黄花国际机场,三亚凤凰国际机场,CSX,SYX,0:10
8L9976,广州,昆明,21:35,246,666/2666,祥鹏航空,广东省,云南省,广州白云国际机场,昆明长水国际机场,CAN,KMG,0:05
HU7027,海口,深圳,21:35,1234567,666/2666,海南航空,海南省,广东省,海口美兰国际机场,深圳宝安国际机场,HAK,SZX,23:10
HU7110,玉林,北京,21:35,357,666/2666,海南航空,广西,北京,玉林福绵机场,北京首都国际机场,YLX,PEK,0:55
HU7130,哈尔滨,北京,21:35,1234567,666/2666,海南航空,黑龙江省,北京,哈尔滨太平国际机场,北京首都国际机场,HRB,PEK,0:05
HU7214,南京,广州,21:35,157,666/2666,海南航空,江苏省,广东省,南京禄口国际机场,广州白云国际机场,NKG,CAN,0:05
HU7256,南京,深圳,21:35,13,666/2666,海南航空,江苏省,广东省,南京禄口国际机场,深圳宝安国际机场,NKG,SZX,23:40
JD5587,三亚,南宁,21:35,1234567,666/2666,首都航空,海南省,广西,三亚凤凰国际机场,南宁吴圩国际机场,SYX,NNG,22:50
GS7418,宜昌,石家庄,21:35,246,666/2666,天津航空,湖北省,河北,宜昌三峡机场,石家庄正定国际机场,YIH,SJW,23:30
GS7458,天津,榆林,21:35,246,666/2666,天津航空,天津,陕西省,天津滨海国际机场,榆林榆阳机场,TSN,UYN,23:20
GS7616,包头,西安,21:35,1357,666/2666,天津航空,内蒙古,陕西省,包头东河机场,西安咸阳国际机场,BAV,XIY,22:50
GS7616,包头,西安,21:35,246,666/2666,天津航空,内蒙古,陕西省,包头东河机场,西安咸阳国际机场,BAV,XIY,23:10
HU7897,西安,三亚,21:35,1234567,666/2666,海南航空,陕西省,海南省,西安咸阳国际机场,三亚凤凰国际机场,XIY,SYX,0:45
JD5250,亳州市,北京,21:35,1357,666/2666,首都航空,安徽省,北京,亳州机场,北京大兴国际机场,BZJ,PKX,22:55
JD5596,济南,海口,21:35,1234567,666/2666,首都航空,山东省,海南省,济南遥墙国际机场,海口美兰国际机场,TNA,HAK,1:10
PN6242,和田,重庆市,21:35,1357,666/2666,西部航空,新疆,重庆,和田昆冈机场,重庆江北国际机场,HTN,CKG,1:55
8L9854,徐州,昆明,21:40,1234567,666/2666,祥鹏航空,江苏省,云南省,徐州观音国际机场,昆明长水国际机场,XUZ,KMG,0:40
9H8352,三亚,西安,21:40,1234567,666/2666,长安航空,海南省,陕西省,三亚凤凰国际机场,西安咸阳国际机场,SYX,XIY,0:55
HU7095,海口,南宁,21:40,1234567,666/2666,海南航空,海南省,广西,海口美兰国际机场,南宁吴圩国际机场,HAK,NNG,23:00
HU7674,满洲里,北京,21:40,246,666/2666,海南航空,内蒙古,北京,满洲里西郊国际机场,北京首都国际机场,NZH,PEK,0:05
HU7696,银川,大连,21:40,1357,666/2666,海南航空,宁夏,辽宁,银川河东国际机场,大连周水子国际机场,INC,DLC,0:15
JD5746,桂林,杭州,21:40,1234567,666/2666,首都航空,广西,浙江省,桂林两江国际机场,杭州萧山国际机场,KWL,HGH,23:40
8L9872,宜昌,昆明,21:40,1234567,666/2666,祥鹏航空,湖北省,云南省,宜昌三峡机场,昆明长水国际机场,YIH,KMG,23:40
GS6630,乌兰浩特,呼和浩特,21:40,1357,666/2666,天津航空,内蒙古,内蒙古,乌兰浩特义勒力特机场,呼和浩特白塔国际机场,HLH,HET,23:20
JD5084,安顺,西安,21:40,246,666/2666,首都航空,贵州省,陕西省,安顺黄果树机场,西安咸阳国际机场,AVA,XIY,23:35
UQ2586,庆阳,乌鲁木齐,21:40,1357,666/2666,乌鲁木齐航空,甘肃省,新疆,庆阳西峰机场,乌鲁木齐天山国际机场,IQN,URC,1:00
Y87528,呼和浩特,深圳,21:40,234567,666/2666,金鹏航空,内蒙古,广东省,呼和浩特白塔国际机场,深圳宝安国际机场,HET,SZX,1:10
Y87564,陇南,深圳,21:40,1357,666/2666,金鹏航空,甘肃省,广东省,陇南成县机场,深圳宝安国际机场,LNL,SZX,0:35
PN6240,丽江,重庆市,21:45,246,666/2666,西部航空,云南省,重庆,丽江三义国际机场,重庆江北国际机场,LJG,CKG,23:20
PN6240,丽江,重庆市,21:45,1357,666/2666,西部航空,云南省,重庆,丽江三义国际机场,重庆江北国际机场,LJG,CKG,23:25
HU7362,杭州,广州,21:45,346,666/2666,海南航空,浙江省,广东省,杭州萧山国际机场,广州白云国际机场,HGH,CAN,0:05
HU7362,杭州,广州,21:45,1257,666/2666,海南航空,浙江省,广东省,杭州萧山国际机场,广州白云国际机场,HGH,CAN,0:20
HU7364,南宁,三亚,21:45,3,666/2666,海南航空,广西,海南省,南宁吴圩国际机场,三亚凤凰国际机场,NNG,SYX,23:15
HU7684,济南,大连,21:45,246,666/2666,海南航空,山东省,辽宁,济南遥墙国际机场,大连周水子国际机场,TNA,DLC,23:10
HU7754,徐州,深圳,21:45,13,666/2666,海南航空,江苏省,广东省,徐州观音国际机场,深圳宝安国际机场,XUZ,SZX,0:15
JD5270,杭州,广州,21:45,1234567,666/2666,首都航空,浙江省,广东省,杭州萧山国际机场,广州白云国际机场,HGH,CAN,23:35
Y87548,长春,上海,21:45,135,666/2666,金鹏航空,吉林省,上海市,长春龙嘉国际机场,上海浦东国际机场,CGQ,PVG,0:25
Y87548,长春,上海,21:45,7,666/2666,金鹏航空,吉林省,上海市,长春龙嘉国际机场,上海浦东国际机场,CGQ,PVG,0:20
FU6552,郑州,福州,21:45,246,666/2666,福州航空,河南省,福建省,郑州新郑国际机场,福州长乐国际机场,CGO,FOC,0:15
GS7604,岳阳,西安,21:45,246,666/2666,天津航空,湖南省,陕西省,岳阳三荷机场,西安咸阳国际机场,YYA,XIY,23:45
JD5234,武汉,三亚,21:45,1234567,666/2666,首都航空,湖北省,海南省,武汉天河国际机场,三亚凤凰国际机场,WUH,SYX,0:30
9H8318,敦煌,西安,21:50,1234567,666/2666,长安航空,甘肃省,陕西省,敦煌莫高国际机场,西安咸阳国际机场,DNH,XIY,0:25
GS6410,烟台,大连,21:50,1357,666/2666,天津航空,山东省,辽宁,烟台蓬莱国际机场,大连周水子国际机场,YNT,DLC,22:40
GS6678,南京,石家庄,21:50,246,666/2666,天津航空,江苏省,河北,南京禄口国际机场,石家庄正定国际机场,NKG,SJW,23:30
GX8994,鄂州,海口,21:50,1357,666/2666,北部湾航空,湖北省,海南省,鄂州花湖机场,海口美兰国际机场,EHU,HAK,0:25
HU7060,荆州,海口,21:50,246,666/2666,海南航空,湖北省,海南省,荆州沙市机场,海口美兰国际机场,SHS,HAK,0:05
HU7240,太原,广州,21:50,246,666/2666,海南航空,山西,广东省,太原武宿国际机场,广州白云国际机场,TYN,CAN,0:45
HU7364,南宁,三亚,21:50,7,666/2666,海南航空,广西,海南省,南宁吴圩国际机场,三亚凤凰国际机场,NNG,SYX,23:15
HU7556,长春,西安,21:50,1234567,666/2666,海南航空,吉林省,陕西省,长春龙嘉国际机场,西安咸阳国际机场,CGQ,XIY,0:55
JD5788,西双版纳,杭州,21:50,5,666/2666,首都航空,云南省,浙江省,西双版纳嘎洒国际机场,杭州萧山国际机场,JHG,HGH,1:15
JD5922,广州,北京,21:50,1234567,666/2666,首都航空,广东省,北京,广州白云国际机场,北京大兴国际机场,CAN,PKX,0:55
9H6006,永州,西安,21:50,1357,666/2666,长安航空,湖南省,陕西省,永州零陵机场,西安咸阳国际机场,LLF,XIY,23:55
GS7612,赤峰,西安,21:50,1357,666/2666,天津航空,内蒙古,陕西省,赤峰玉龙机场,西安咸阳国际机场,CIF,XIY,0:40
HU7686,石家庄,大连,21:50,246,666/2666,海南航空,河北,辽宁,石家庄正定国际机场,大连周水子国际机场,SJW,DLC,23:15
UQ2594,陇南,乌鲁木齐,21:50,246,666/2666,乌鲁木齐航空,甘肃省,新疆,陇南成县机场,乌鲁木齐天山国际机场,LNL,URC,1:00
8L9656,温州,昆明,21:55,24,666/2666,祥鹏航空,浙江省,云南省,温州龙湾国际机场,昆明长水国际机场,WNZ,KMG,1:05
8L9656,温州,昆明,21:55,6,666/2666,祥鹏航空,浙江省,云南省,温州龙湾国际机场,昆明长水国际机场,WNZ,KMG,0:50
8L9850,武汉,昆明,21:55,1357,666/2666,祥鹏航空,湖北省,云南省,武汉天河国际机场,昆明长水国际机场,WUH,KMG,0:20
8L9921,昆明,芒市,21:55,1234567,666/2666,祥鹏航空,云南省,云南省,昆明长水国际机场,德宏芒市机场,KMG,LUM,23:05
CN7670,银川,北京,21:55,246,666/2666,大新华航空,宁夏,北京,银川河东国际机场,北京首都国际机场,INC,PEK,0:05
CN7670,银川,北京,21:55,1357,666/2666,大新华航空,宁夏,北京,银川河东国际机场,北京首都国际机场,INC,PEK,0:15
FU6512,贵阳,福州,21:55,246,666/2666,福州航空,贵州省,福建省,贵阳龙洞堡国际机场,福州长乐国际机场,KWE,FOC,0:10
GS6412,烟台,大连,21:55,246,666/2666,天津航空,山东省,辽宁,烟台蓬莱国际机场,大连周水子国际机场,YNT,DLC,22:40
GS6553,海口,重庆市,21:55,1234567,666/2666,天津航空,海南省,重庆,海口美兰国际机场,重庆江北国际机场,HAK,CKG,0:05
GS7479,乌鲁木齐,那拉提,21:55,246,666/2666,天津航空,新疆,新疆,乌鲁木齐天山国际机场,那拉提机场,URC,NLT,23:00
GS7551,乌鲁木齐,和田,21:55,1357,666/2666,天津航空,新疆,新疆,乌鲁木齐天山国际机场,和田昆冈机场,URC,HTN,23:55
GS7564,喀什,乌鲁木齐,21:55,1234567,666/2666,天津航空,新疆,新疆,喀什徕宁国际机场,乌鲁木齐天山国际机场,KHG,URC,0:10
HU7129,北京,哈尔滨,21:55,2457,666/2666,海南航空,北京,黑龙江省,北京首都国际机场,哈尔滨太平国际机场,PEK,HRB,0:05
HU7206,济南,广州,21:55,17,666/2666,海南航空,山东省,广东省,济南遥墙国际机场,广州白云国际机场,TNA,CAN,0:35
HU7206,济南,广州,21:55,23456,666/2666,海南航空,山东省,广东省,济南遥墙国际机场,广州白云国际机场,TNA,CAN,0:40
HU7208,青岛,广州,21:55,1,666/2666,海南航空,山东省,广东省,青岛胶东国际机场,广州白云国际机场,TAO,CAN,1:05
HU7208,青岛,广州,21:55,35,666/2666,海南航空,山东省,广东省,青岛胶东国际机场,广州白云国际机场,TAO,CAN,1:10
JD5158,昆明,杭州,21:55,1234567,666/2666,首都航空,云南省,浙江省,昆明长水国际机场,杭州萧山国际机场,KMG,HGH,1:05
PN6284,温州,重庆市,21:55,135,666/2666,西部航空,浙江省,重庆,温州龙湾国际机场,重庆江北国际机场,WNZ,CKG,0:40
PN6494,大连,合肥,21:55,1357,666/2666,西部航空,辽宁,安徽省,大连周水子国际机场,合肥新桥国际机场,DLC,HFE,23:55
UQ3588,宁波,郑州,21:55,246,666/2666,乌鲁木齐航空,浙江省,河南省,宁波栎社国际机场,郑州新郑国际机场,NGB,CGO,23:55
Y87520,郑州,上海,21:55,1234567,666/2666,金鹏航空,河南省,上海市,郑州新郑国际机场,上海浦东国际机场,CGO,PVG,0:10
Y87536,宁波,深圳,21:55,246,666/2666,金鹏航空,浙江省,广东省,宁波栎社国际机场,深圳宝安国际机场,NGB,SZX,0:25
8L9518,西宁,郑州,21:55,246,666/2666,祥鹏航空,青海省,河南省,西宁曹家堡国际机场,郑州新郑国际机场,XNN,CGO,0:05
8L9518,西宁,郑州,21:55,1357,666/2666,祥鹏航空,青海省,河南省,西宁曹家堡国际机场,郑州新郑国际机场,XNN,CGO,23:55
GS6502,济宁,榆林,21:55,1357,666/2666,天津航空,山东省,陕西省,济宁大安机场,榆林榆阳机场,JNG,UYN,23:35
GS7860,绵阳,天津,21:55,1357,666/2666,天津航空,四川省,天津,绵阳南郊机场,天津滨海国际机场,MIG,TSN,0:15
HU7672,呼和浩特,大连,21:55,246,666/2666,海南航空,内蒙古,辽宁,呼和浩特白塔国际机场,大连周水子国际机场,HET,DLC,0:05
HU7672,呼和浩特,大连,21:55,1357,666/2666,海南航空,内蒙古,辽宁,呼和浩特白塔国际机场,大连周水子国际机场,HET,DLC,0:05
HU7694,长沙,太原,21:55,12456,666/2666,海南航空,湖南省,山西,长沙黄花国际机场,太原武宿国际机场,CSX,TYN,0:05
JD5052,十堰,丽江,21:55,1357,666/2666,首都航空,湖北省,云南省,十堰武当山机场,丽江三义国际机场,WDS,LJG,0:15
JD5194,石家庄,沈阳,21:55,1357,666/2666,首都航空,河北,辽宁,石家庄正定国际机场,沈阳桃仙国际机场,SJW,SHE,23:55
PN6202,西宁,郑州,21:55,246,666/2666,西部航空,青海省,河南省,西宁曹家堡国际机场,郑州新郑国际机场,XNN,CGO,0:05
8L9808,郑州,丽江,22:00,246,666/2666,祥鹏航空,河南省,云南省,郑州新郑国际机场,丽江三义国际机场,CGO,LJG,0:45
FU6510,昆明,福州,22:00,137,666/2666,福州航空,云南省,福建省,昆明长水国际机场,福州长乐国际机场,KMG,FOC,0:50
FU6512,贵阳,福州,22:00,1357,666/2666,福州航空,贵州省,福建省,贵阳龙洞堡国际机场,福州长乐国际机场,KWE,FOC,23:55
GS7920,哈尔滨,天津,22:00,1234567,666/2666,天津航空,黑龙江省,天津,哈尔滨太平国际机场,天津滨海国际机场,HRB,TSN,0:25
GX8878,西宁,南宁,22:00,1234567,666/2666,北部湾航空,青海省,广西,西宁曹家堡国际机场,南宁吴圩国际机场,XNN,NNG,0:30
GX8992,信阳,海口,22:00,246,666/2666,北部湾航空,河南省,海南省,信阳明港机场,海口美兰国际机场,XAI,HAK,0:40
HU7208,青岛,广州,22:00,7,666/2666,海南航空,山东省,广东省,青岛胶东国际机场,广州白云国际机场,TAO,CAN,1:10
HU7240,太原,广州,22:00,1357,666/2666,海南航空,山西,广东省,太原武宿国际机场,广州白云国际机场,TYN,CAN,0:45
HU7256,南京,深圳,22:00,7,666/2666,海南航空,江苏省,广东省,南京禄口国际机场,深圳宝安国际机场,NKG,SZX,0:10
HU7309,三亚,广州,22:00,1234567,666/2666,海南航空,海南省,广东省,三亚凤凰国际机场,广州白云国际机场,SYX,CAN,23:40
HU7364,南宁,三亚,22:00,246,666/2666,海南航空,广西,海南省,南宁吴圩国际机场,三亚凤凰国际机场,NNG,SYX,23:15
HU7536,长沙,北京,22:00,1357,666/2666,海南航空,湖南省,北京,长沙黄花国际机场,北京首都国际机场,CSX,PEK,0:05
JD5016,珠海,海口,22:00,1234567,666/2666,首都航空,广东省,海南省,珠海金湾机场,海口美兰国际机场,ZUH,HAK,23:00
JD5288,贵阳,三亚,22:00,1357,666/2666,首都航空,贵州省,海南省,贵阳龙洞堡国际机场,三亚凤凰国际机场,KWE,SYX,23:30
JD5288,贵阳,三亚,22:00,246,666/2666,首都航空,贵州省,海南省,贵阳龙洞堡国际机场,三亚凤凰国际机场,KWE,SYX,0:05
JD5550,南京,丽江,22:00,1357,666/2666,首都航空,江苏省,云南省,南京禄口国际机场,丽江三义国际机场,NKG,LJG,1:00
JD5550,南京,丽江,22:00,246,666/2666,首都航空,江苏省,云南省,南京禄口国际机场,丽江三义国际机场,NKG,LJG,1:00
UQ2501,乌鲁木齐,和田,22:00,1234567,666/2666,乌鲁木齐航空,新疆,新疆,乌鲁木齐天山国际机场,和田昆冈机场,URC,HTN,0:10
UQ2512,喀什,乌鲁木齐,22:00,246,666/2666,乌鲁木齐航空,新疆,新疆,喀什徕宁国际机场,乌鲁木齐天山国际机场,KHG,URC,23:55
Y87546,柳州,上海,22:00,1357,666/2666,金鹏航空,广西,上海市,柳州白莲机场,上海浦东国际机场,LZH,PVG,0:30
Y87546,柳州,上海,22:00,246,666/2666,金鹏航空,广西,上海市,柳州白莲机场,上海浦东国际机场,LZH,PVG,0:35
8L9568,兰州,昆明,22:00,5,666/2666,祥鹏航空,甘肃省,云南省,兰州中川国际机场,昆明长水国际机场,LHW,KMG,0:20
FU6552,郑州,福州,22:00,1357,666/2666,福州航空,河南省,福建省,郑州新郑国际机场,福州长乐国际机场,CGO,FOC,0:25
HU7446,太原,杭州,22:00,1357,666/2666,海南航空,山西,浙江省,太原武宿国际机场,杭州萧山国际机场,TYN,HGH,0:05
HU7446,太原,杭州,22:00,246,666/2666,海南航空,山西,浙江省,太原武宿国际机场,杭州萧山国际机场,TYN,HGH,23:55
JD5106,黄山,西安,22:00,1357,666/2666,首都航空,安徽省,陕西省,黄山屯溪国际机场,西安咸阳国际机场,TXN,XIY,0:10
