航班号,出港城市,到港城市,出发时刻,班期,产品,航空公司,起飞城市所属省/市,降落城市所属省/市,起飞城市机场名称,降落城市机场名称,起飞机场IATA代码,降落机场IATA代码,降落时刻
HU7249,广州,太原,19:55,1357,2666,海南航空,广东省,山西,广州白云国际机场,太原武宿国际机场,CAN,TYN,23:00
HU7430,合肥,兰州,19:55,1234567,2666,海南航空,安徽省,甘肃省,合肥新桥国际机场,兰州中川国际机场,HFE,LHW,22:30
HU7760,哈尔滨,深圳,19:55,247,2666,海南航空,黑龙江省,广东省,哈尔滨太平国际机场,深圳宝安国际机场,HRB,SZX,0:40
HU7760,哈尔滨,深圳,19:55,1356,2666,海南航空,黑龙江省,广东省,哈尔滨太平国际机场,深圳宝安国际机场,HRB,SZX,0:20
HU7794,呼和浩特,太原,19:55,1357,2666,海南航空,内蒙古,山西,呼和浩特白塔国际机场,太原武宿国际机场,HET,TYN,21:15
HU7823,乌鲁木齐,库车,19:55,1234567,2666,海南航空,新疆,新疆,乌鲁木齐天山国际机场,库车龟兹机场,URC,KCA,21:35
HU7878,三亚,西安,19:55,1234567,2666,海南航空,海南省,陕西省,三亚凤凰国际机场,西安咸阳国际机场,SYX,XIY,23:10
HU7889,北京,芜湖,19:55,5,2666,海南航空,北京,安徽省,北京首都国际机场,芜湖宣州机场,PEK,WHA,22:05
PN6474,揭阳,合肥,19:55,246,2666,西部航空,广东省,安徽省,揭阳潮汕国际机场,合肥新桥国际机场,SWA,HFE,21:55
HU7202,宜春,广州,19:55,246,2666,海南航空,江西省,广东省,宜春明月山机场,广州白云国际机场,YIC,CAN,21:30
HU7822,济南,乌鲁木齐,19:55,246,2666,海南航空,山东省,新疆,济南遥墙国际机场,乌鲁木齐天山国际机场,TNA,URC,0:35
Y87586,武汉,青岛,19:55,246,2666,金鹏航空,湖北省,山东省,武汉天河国际机场,青岛胶东国际机场,WUH,TAO,21:50
GS6413,大连,呼和浩特,19:55,1357,2666,天津航空,辽宁,内蒙古,大连周水子国际机场,呼和浩特白塔国际机场,DLC,HET,23:45
GS7712,石家庄,惠州,19:55,1357,2666,天津航空,河北,广东省,石家庄正定国际机场,惠州平潭机场,SJW,HUZ,0:40
GS7838,昆明,天津,19:55,246,2666,天津航空,云南省,天津,昆明长水国际机场,天津滨海国际机场,KMG,TSN,0:55
GX8816,淮安,海口,19:55,246,2666,北部湾航空,江苏省,海南省,淮安涟水国际机场,海口美兰国际机场,HIA,HAK,0:15
HU7794,呼和浩特,长沙,19:55,1357,2666,海南航空,内蒙古,湖南省,呼和浩特白塔国际机场,长沙黄花国际机场,HET,CSX,0:40
PN6321,合肥,深圳,19:55,1234567,2666,西部航空,安徽省,广东省,合肥新桥国际机场,深圳宝安国际机场,HFE,SZX,22:35
8L9926,芒市,昆明,20:00,4,666/2666,祥鹏航空,云南省,云南省,德宏芒市机场,昆明长水国际机场,LUM,KMG,21:30
8L9969,昆明,西宁,20:00,1357,666/2666,祥鹏航空,云南省,青海省,昆明长水国际机场,西宁曹家堡国际机场,KMG,XNN,22:25
8L9973,昆明,海口,20:00,3,666/2666,祥鹏航空,云南省,海南省,昆明长水国际机场,海口美兰国际机场,KMG,HAK,21:55
8L9973,昆明,海口,20:00,4,666/2666,祥鹏航空,云南省,海南省,昆明长水国际机场,海口美兰国际机场,KMG,HAK,21:50
9H8350,长春,西安,20:00,1234567,666/2666,长安航空,吉林省,陕西省,长春龙嘉国际机场,西安咸阳国际机场,CGQ,XIY,23:40
CN7885,北京,呼伦贝尔,20:00,26,666/2666,大新华航空,北京,内蒙古,北京首都国际机场,呼伦贝尔海拉尔东山国际机场,PEK,HLD,21:55
GS6515,贵阳,榆林,20:00,1,666/2666,天津航空,贵州省,陕西省,贵阳龙洞堡国际机场,榆林榆阳机场,KWE,UYN,22:20
GS6582,杭州,重庆市,20:00,1357,666/2666,天津航空,浙江省,重庆,杭州萧山国际机场,重庆江北国际机场,HGH,CKG,22:40
GS7424,青岛,赤峰,20:00,246,666/2666,天津航空,山东省,内蒙古,青岛胶东国际机场,赤峰玉龙机场,TAO,CIF,21:35
GS7480,那拉提,乌鲁木齐,20:00,246,666/2666,天津航空,新疆,新疆,那拉提机场,乌鲁木齐天山国际机场,NLT,URC,20:55
GS7792,满洲里,通辽,20:00,357,666/2666,天津航空,内蒙古,内蒙古,满洲里西郊国际机场,通辽机场,NZH,TGO,21:30
GS7870,三亚,宜昌,20:00,1357,666/2666,天津航空,海南省,湖北省,三亚凤凰国际机场,宜昌三峡机场,SYX,YIH,22:15
GX8963,三亚,济宁,20:00,246,666/2666,北部湾航空,海南省,山东省,三亚凤凰国际机场,济宁大安机场,SYX,JNG,22:50
GX8975,三亚,洛阳,20:00,1357,666/2666,北部湾航空,海南省,河南省,三亚凤凰国际机场,洛阳北郊机场,SYX,LYA,22:55
HU7085,海口,成都,20:00,1234567,666/2666,海南航空,海南省,四川省,海口美兰国际机场,成都天府国际机场,HAK,TFU,22:25
HU7125,北京,东营,20:00,1357,666/2666,海南航空,北京,山东省,北京首都国际机场,东营胜利机场,PEK,DOY,21:30
HU7133,北京,榆林,20:00,1,666/2666,海南航空,北京,陕西省,北京首都国际机场,榆林榆阳机场,PEK,UYN,21:40
HU7193,北京,霍林郭勒,20:00,1357,666/2666,海南航空,北京,内蒙古,北京首都国际机场,霍林河机场,PEK,HUO,21:40
HU7204,沈阳,合肥,20:00,1234567,666/2666,海南航空,辽宁,安徽省,沈阳桃仙国际机场,合肥新桥国际机场,SHE,HFE,22:45
HU7224,乌鲁木齐,广州,20:00,1234567,666/2666,海南航空,新疆,广东省,乌鲁木齐天山国际机场,广州白云国际机场,URC,CAN,1:10
HU7246,乌鲁木齐,北京,20:00,37,666/2666,海南航空,新疆,北京,乌鲁木齐天山国际机场,北京首都国际机场,URC,PEK,23:40
HU7246,乌鲁木齐,北京,20:00,12456,666/2666,海南航空,新疆,北京,乌鲁木齐天山国际机场,北京首都国际机场,URC,PEK,23:50
HU7290,贵阳,北京,20:00,137,666/2666,海南航空,贵州省,北京,贵阳龙洞堡国际机场,北京首都国际机场,KWE,PEK,23:00
HU7301,三亚,成都,20:00,1234567,666/2666,海南航空,海南省,四川省,三亚凤凰国际机场,成都天府国际机场,SYX,TFU,22:40
HU7488,长春,杭州,20:00,57,666/2666,海南航空,吉林省,浙江省,长春龙嘉国际机场,杭州萧山国际机场,CGQ,HGH,22:55
HU7488,长春,杭州,20:00,246,666/2666,海南航空,吉林省,浙江省,长春龙嘉国际机场,杭州萧山国际机场,CGQ,HGH,22:40
HU7488,长春,杭州,20:00,13,666/2666,海南航空,吉林省,浙江省,长春龙嘉国际机场,杭州萧山国际机场,CGQ,HGH,22:45
HU7547,北京,成都,20:00,23567,666/2666,海南航空,北京,四川省,北京首都国际机场,成都天府国际机场,PEK,TFU,22:55
HU7645,北京,临沂,20:00,2,666/2666,海南航空,北京,山东省,北京首都国际机场,临沂启阳机场,PEK,LYI,21:30
HU7657,北京,岳阳,20:00,4,666/2666,海南航空,北京,湖南省,北京首都国际机场,岳阳三荷机场,PEK,YYA,22:40
HU7794,呼和浩特,太原,20:00,246,666/2666,海南航空,内蒙古,山西,呼和浩特白塔国际机场,太原武宿国际机场,HET,TYN,21:15
HU7842,上海,西安,20:00,1234567,666/2666,海南航空,上海市,陕西省,上海浦东国际机场,西安咸阳国际机场,PVG,XIY,23:00
HU7858,广州,西安,20:00,1234567,666/2666,海南航空,广东省,陕西省,广州白云国际机场,西安咸阳国际机场,CAN,XIY,22:45
JD5162,成都,广州,20:00,1234567,666/2666,首都航空,四川省,广东省,成都天府国际机场,广州白云国际机场,TFU,CAN,22:20
PN6485,重庆市,泉州,20:00,1357,666/2666,西部航空,重庆,福建省,重庆江北国际机场,泉州晋江国际机场,CKG,JJN,22:20
Y87554,北海,上海,20:00,246,666/2666,金鹏航空,广西,上海市,北海福成机场,上海浦东国际机场,BHY,PVG,23:10
Y87582,吐鲁番,上海,20:00,135,666/2666,金鹏航空,新疆,上海市,吐鲁番交河机场,上海浦东国际机场,TLQ,PVG,0:40
FU6768,黄山,哈尔滨,20:00,135,666/2666,福州航空,安徽省,黑龙江省,黄山屯溪国际机场,哈尔滨太平国际机场,TXN,HRB,23:40
GS7686,乌兰察布,西安,20:00,246,666/2666,天津航空,内蒙古,陕西省,乌兰察布集宁机场,西安咸阳国际机场,UCB,XIY,22:25
HU7628,天津,哈尔滨,20:00,1234567,666/2666,海南航空,天津,黑龙江省,天津滨海国际机场,哈尔滨太平国际机场,TSN,HRB,21:55
HU7656,合肥,太原,20:00,123456,666/2666,海南航空,安徽省,山西,合肥新桥国际机场,太原武宿国际机场,HFE,TYN,22:00
GS7792,满洲里,天津,20:00,357,666/2666,天津航空,内蒙古,天津,满洲里西郊国际机场,天津滨海国际机场,NZH,TSN,23:35
GS7870,三亚,天津,20:00,1357,666/2666,天津航空,海南省,天津,三亚凤凰国际机场,天津滨海国际机场,SYX,TSN,0:55
HU7204,沈阳,广州,20:00,1234567,666/2666,海南航空,辽宁,广东省,沈阳桃仙国际机场,广州白云国际机场,SHE,CAN,1:40
HU7794,呼和浩特,长沙,20:00,246,666/2666,海南航空,内蒙古,湖南省,呼和浩特白塔国际机场,长沙黄花国际机场,HET,CSX,0:40
8L9572,南京,赣州,20:05,135,666/2666,祥鹏航空,江苏省,江西省,南京禄口国际机场,赣州黄金机场,NKG,KOW,21:50
8L9614,南宁,西双版纳,20:05,1357,666/2666,祥鹏航空,广西,云南省,南宁吴圩国际机场,西双版纳嘎洒国际机场,NNG,JHG,22:00
